brand,color,condition,contract,link,memory,mobOs,model,price,title
Various,,new,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-xs-cases-speck-luceni/6972506039.html,,apple iOS,,$20,"iPhone X / Xs Cases - Speck, Luceni"
apple,,fair,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-original-iphone-8gb-no/6974272444.html,8gb,apple iOS,,$100,Original iPhone 8GB - No Charger
Apple,gray,new,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-max-64gb-space-grey/6974267458.html,64gb,apple iOS,iPhone X Max,$699,iPhone XS MAX 64GB Space Grey color ATT!
Apple,rose,excellent,tmobile,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-iphone-se-a-gb/6974274443.html,32gb,apple iOS,A1723,$130,iPhone SE A1723 32GB
Samsung,black,good,tmobile,https://sfbay.craigslist.org/pen/mob/d/san-mateo-samsung-galaxy-s7-unlocked/6974278265.html,32 gb,android,Galaxy S7 32 GB,$180,Samsung Galaxy S7 Unlocked with Extras
samsung,black,,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-samsung-galaxy/6974197899.html,,android,,$240,Unlocked Samsung Galaxy S7 Edge Black
apple,gold,,unlocked,https://sfbay.craigslist.org/eby/mob/d/fremont-apple-ipad-pro-gb-unlocked-plus/6970889344.html,128gb,apple iOS,,$499,Apple iPad Pro 12.9 128GB unlocked plus Wifi with smartcase
Apple,black,excellent,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-7-plus-256g-black/6960596179.html,,apple iOS,Iphone 7 plus,$420,IPhone 7 Plus 256G Black Factory Unlocked Excellent condition
Apple,white,good,att,https://sfbay.craigslist.org/scz/mob/d/santa-cruz-2-iphone-5s/6974256090.html,64 gb,apple iOS,IPhone A1533,$75,2 iPhone 5s
Jaagd,black,new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-brand-new-iphone-10-case-black/6954451666.html,,apple iOS,,$15,Brand New iPhone X 10 Case Black Slim Shock-absorbing Modern Sli
,,,att,https://sfbay.craigslist.org/eby/mob/d/att-wireless-sony-ericsson-cell-phone/6959602271.html,,other,,$50,AT&T Wireless Sony Ericsson Cell Phone
bluboo,,,unlocked,https://sfbay.craigslist.org/nby/mob/d/napa-bluboo-cell-phones/6964920094.html,,android,,$150,Bluboo cell phones
apple,,,unlocked,https://sfbay.craigslist.org/pen/mob/d/daly-city-iphone-gb/6974294065.html,128 gb,apple iOS,,$60,iPhone 6 128 GB
,red,like new,tmobile,https://sfbay.craigslist.org/eby/mob/d/alcatel-ideal-att-4g-lte-8gb-45-android/6962404334.html,8gb,android,,$50,"Alcatel Ideal AT&T 4G LTE 8GB 4.5"" Android smartphone"
,black,new,att,https://sfbay.craigslist.org/eby/mob/d/berkeley-brand-new-55-lg-fiesta-2-16gb/6969825604.html,16gb,android,,$40,"BRAND NEW 5.5"" LG Fiesta 2 16GB SIMPLE Mobile Prepaid Cell Phone"
samsung,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-samsung-galaxy-a50-64gb/6972103106.html,64gb,android,,$349,Samsung Galaxy A50 64GB Unlocked
Apple,silver,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-se-64gb-unlocked/6954631492.html,64gb,apple iOS,iPhone SE,$249,iPhone SE 64GB Unlocked
Samsung,,,att,https://sfbay.craigslist.org/eby/mob/d/san-leandro-samsung-galaxy-note-10-plus/6972343398.html,,android,Note 10 plus,$890,Samsung galaxy Note 10 plus 256g Samsung unlocked new
Apple,silver,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-6-plus-16gb-unlocked/6954634170.html,16gb,apple iOS,iPhone 6 Plus,$299,iPhone 6 Plus 16GB Unlocked
apple,,good,unlocked,https://sfbay.craigslist.org/eby/mob/d/oakland-bundle-of-six-iphones-iphones/6974307133.html,,apple iOS,,$50,Bundle of six iPhones: iPhones  4S and 3S
samsung,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-samsung-galaxy-a20-32gb/6964477287.html,32gb,android,,$249,Samsung Galaxy A20 32GB Unlocked
apple,,,tmobile,https://sfbay.craigslist.org/eby/mob/d/fremont-metro-tmobile-att-unlock/6968233316.html,,apple iOS,,$50,METRO TMOBILE ATT UNLOCK SERVICE -SAMSUNG S5-S6-s7-s8-note ANY IPHONE
apple,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-apple-watch-series-4-nike/6960180790.html,,apple iOS,,$350,Apple Watch Series 4 Nike Edition 40MM
samsung,silver,,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-silver-sim-unlocked-galaxy-s7/6968092583.html,32gb,android,,$240,Silver sim UNLOCKED Galaxy s7 edge 32gb waterproof
samsung,purple,,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-purple-att-sim-unlocked-galaxy/6961143067.html,64gb,android,,$360,Purple att sim UNLOCKED Galaxy s9 64gb
,white,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-white-sim-unlocked-google/6966148043.html,64gb,android,,$500,White Sim unlocked Google pixel 3 XL 64GB
,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-total-wireless-4g-lte/6974315552.html,5gb,other,,$25,Total Wireless 4G LTE unlimited talk and Text plus 5GB data
apple,gold,,sprint,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-7-32-gb-sprint/6972173106.html,32 gb,apple iOS,,$280,iPhone 7 32 GB Sprint
apple,white,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-white-sim-unlocked-apple/6966870196.html,64gb,apple iOS,,$600,White Sim unlocked Apple iPhone XR 64GB
apple,gray,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-space-grey-sim-unlocked-apple/6972425214.html,32gb,apple iOS,,$260,Space grey sim UNLOCKED apple iPhone 6S PLUS 32gb
samsung,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-wholesale-lot-of-10-samsung/6963373018.html,64gb,android,,$380,Wholesale Lot of 10 Samsung Galaxy note 8 64gb
samsung,,,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-3-sim-unlocked-samsung-galaxy/6965310892.html,64gb,android,,$280,3 sim UNLOCKED Samsung Galaxy s8 64gb
,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-2-sim-unlocked-google-pixel-2/6961709033.html,64gb,android,,$320,2 sim UNLOCKED Google PIXEL 2 XL 64gb
apple,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-wholesale-lot-of-20-apple/6961708734.html,64gb,apple iOS,,$380,Wholesale lot of 20 apple iPhone 8 64gb
samsung,purple,,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-purple-vz-sim-unlocked-galaxy/6965310588.html,64gb,android,,$420,Purple vz sim UNLOCKED Galaxy s9 plus 64gb waterproof
,blue,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-blue-beats-studio-3-wireless/6972902901.html,,android,,$200,Blue beats studio 3 wireless headphones
,red,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/berkeley-simple-mobile-50-prepaid-phone/6974328664.html,,android,,$40,Simple Mobile - $50 Prepaid Phone card and SIM Card kit
,black,,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-black-vz-sim-unlocked-motorola/6972905174.html,32gb,android,,$180,Black vz sim UNLOCKED Motorola Droid Z FORCE 32gb 21mp cam 3500mah bat
apple,black,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-black-beats-studio-3-wireless/6965311657.html,,apple iOS,,$220,black beats studio 3 wireless headphones
Apple,rose,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-se-like-new-unlocked/6972022582.html,16gb,apple iOS,SE,$90,iPhone SE - Like New/Unlocked
Apple,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-iphone-6-64gb-unlocked/6969139288.html,64gb,apple iOS,Iphone 6,$140,iPhone 6  64gb Unlocked
samsung,,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/san-ramon-samsung-note-9-dual-sim/6966737498.html,,android,Note 9,$650,SAMSUNG NOTE 9 DUAL SIM
apple,gold,,tmobile,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-unlocked-iphone-xs-64gb/6967692833.html,64gb,apple iOS,,$750,UNLOCKED iPhone XS 64gb Gold Warranty 10/3/19 ios 12.4 A1920
Apple,white,excellent,verizon,https://sfbay.craigslist.org/pen/mob/d/palo-alto-iphone-4s-32gb-white/6959658945.html,32gb,apple iOS,A1387,$100,iPhone 4s 32GB white
Apple,,excellent,unlocked,https://sfbay.craigslist.org/pen/mob/d/palo-alto-iphone-6-with-64gb/6959659123.html,64gb,apple iOS,iPhone 6,$210,iPhone 6 with 64GB
apple,red,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-slightly-damaged/6970622757.html,,apple iOS,,$500,iPhone X Slightly Damaged
,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-case-for-iphone-7-8/6974393480.html,,other,,$12,"IPhone Case for IPhone 7/8, IPhone 7p/8p, IPhone Xr, IPhone X/Xs, IPho"
apple,black,excellent,sprint,https://sfbay.craigslist.org/sby/mob/d/mountain-view-unlocked-iphone-7-32gb/6974433943.html,32gb,apple iOS,,$298,Unlocked iPhone 7 32GB with Genuine Burberry Leather Case and New Sealed Apple A
iPhone,gold,like new,unlocked,https://sfbay.craigslist.org/nby/mob/d/san-francisco-immaculate-iphone-5-64gb/6974337460.html,64gb,apple iOS,iPhone 5 64GB,$200,IMMACULATE iPhone 5 64GB
samsung,blue,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-lte-samsung-galaxy-gear-s3/6972424915.html,,android,,$180,LTE Samsung Galaxy gear s3 frontier smart watch
apple,,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xr-128-gb/6974426239.html,128 gb,apple iOS,,$720,iPhone XR (128 GB)
Samsung,blue,new,unlocked,https://sfbay.craigslist.org/pen/mob/d/millbrae-samsung-galaxy-s8-sm-g-gb-blue/6974449426.html,64gb,android,S8 Plus / SM-G955,$500,Samsung Galaxy S8+ SM-G955 - 64GB - Blue Coral (Unlocked) Smartphone
Apple,silver,like new,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-7-32gb-silver-and/6974445084.html,32gb,apple iOS,iPhone 7 32GB Silver,$210,iPhone 7 32GB Silver and accessories
SONY,,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/vallejo-sony-xperia-z5-compact-46-e5823/6974446298.html,,android,Z5 COMPACT E5823,$100,"SONY XPERIA Z5 COMPACT 4.6"" E5823 FACTORY UNLOCKED 4G LTE"
,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-zte-unlocked/6967003246.html,,android,,$50,ZTE unlocked
samsung,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-samsung-j7-brand-new-unopened/6967001920.html,,android,,$145,Samsung J7 BRAND NEW UNOPENED
apple,red,excellent,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-7-black-128gb-verizon/6970999494.html,128gb,apple iOS,,$239,iPhone 7 Black 128GB Verizon + Apple Box & Many Great Extras
samsung galaxy,,good,unlocked,https://sfbay.craigslist.org/scz/mob/d/freedom-samsung-watch/6974460436.html,,other,,$125,Samsung Watch
apple,gold,new,tmobile,https://sfbay.craigslist.org/eby/mob/d/union-city-iphone-6s-gold-128g-unlocked/6974402695.html,,apple iOS,,$200,Iphone 6S Gold 128G Unlocked ATT-Tmobile-MetPCS-WorldPhone
Apple,blue,new,unlocked,https://sfbay.craigslist.org/eby/mob/d/walnut-creek-brand-new-original-apple/6956219931.html,,android,,$40,"Brand New Original Apple IPAD cover, Apple Light Blue"
Samsung,blue,new,unlocked,https://sfbay.craigslist.org/pen/mob/d/san-francisco-samsung-galaxy-s8-sm-g-gb/6974453399.html,64gb,android,S8 Plus / SM-G955,$500,Samsung Galaxy S8+ SM-G955 - 64GB - Blue Coral (Unlocked) Smartphone
Apple,black,fair,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-28gb-black-iphone-5/6974396402.html,28gb,apple iOS,iPhone 5,$40,28GB Black iPhone 5
Sony,silver,good,att,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-sony-xperia-xa2-silver/6974467159.html,3gb,android,XA2,$150,Sony Xperia XA2 silver - Magisk rooted + accessories
apple,,excellent,att,https://sfbay.craigslist.org/eby/mob/d/oakland-iphone-6-plus-64gb-unlocked/6969789657.html,64gb,apple iOS,,$180,iPhone 6 Plus 64GB unlocked worldwide in Great condition!.Including ch
apple,gray,,verizon,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-max-256gb-gray-verizon/6974465767.html,256gb,apple iOS,,$860,IPhone X max 256Gb Gray verizon new in box
apple,red,,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-xr-128-gb/6974455217.html,128 gb,apple iOS,,$675,iPhone XR (128 GB)
,black,,sprint,https://sfbay.craigslist.org/nby/mob/d/mill-valley-kyocera-duraxt-e-black/6955104602.html,,other,,$75,Kyocera DuraXT E4277 - Black ( Sprint ) Rugged Flip Phone Tello Compat
Apple,,excellent,unlocked,https://sfbay.craigslist.org/pen/mob/d/daly-city-iphone-4-and-speck-cover/6974480583.html,,apple iOS,Iphone 4,$25,Iphone 4 and Speck cover
Apple,gold,good,att,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-7-32gb-gold-att/6968044133.html,32gb,apple iOS,iPhone 7,$180,🍎 iPhone 7 (32gb) gold  〰️  AT&T ~ Cricket
apple,,excellent,verizon,https://sfbay.craigslist.org/eby/mob/d/albany-iphone-4-16gb/6967652856.html,16gb,apple iOS,,$20,iPhone 4 16GB
,,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/santa-clara-brand-new-mobile-kyocera/6963413162.html,,android,,$45,Brand New T-Mobile Kyocera Hydro Wave C6522 Smartphone
Apple,gray,new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-apple-iphone-xs-64gb/6974481427.html,64gb,apple iOS,iPhone,$800,Apple iPhone XS 64GB - Unlocked - Brand new - Warranty
,black,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/zte-avid-plus-z-gb-black-mobile/6963414124.html,8gb,android,,$70,ZTE Avid Plus Z828 - 8GB - Black (T-Mobile) Smartphone
,,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/mobile-kyocera-hydro-wave-c6740-4g-lte/6963886112.html,,android,,$95,T-Mobile Kyocera Hydro Wave C6740 4G LTE Waterproof Smartphone
Samsung,blue,new,unlocked,https://sfbay.craigslist.org/pen/mob/d/san-francisco-samsung-galaxy-s8-sm-g-gb/6974467972.html,64gb,android,S8 Plus / SM-G955,$500,Samsung Galaxy S8+ SM-G955 - 64GB - Blue Coral (Unlocked) Smartphone
,,new,att,https://sfbay.craigslist.org/sby/mob/d/brand-new-sealed-nuu-mobile-n4l-4g-lte/6963438014.html,8 gb,android,,$100,"Brand New Sealed NUU Mobile N4L 4G LTE 5.0"" HD 8 GB Unlocked Android S"
,,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/santa-clara-zte-avid-plus-z828-sapphire/6963434093.html,,android,,$70,"ZTE Avid Plus Z828 Sapphire, T-Mobile, 4G LTE, 5"" FWVGA Touchscreen Ph"
,blue,new,att,https://sfbay.craigslist.org/sby/mob/d/santa-clara-nc1-mobile-model-c145l-45/6963431259.html,8gb,android,,$45,"NC1 Mobile Model C145L 4.5"" 8GB 4G LTE Android 7.0 Unlocked Smartphone"
,,new,att,https://sfbay.craigslist.org/sby/mob/d/blu-studio-mini-d670-4gb-new-unlocked/6963432203.html,4gb,android,,$55,Blu Studio C Mini D670 4GB New Unlocked Android Smartphone Dual Sim Sl
,blue,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/alcatel-fierce-xl-16gb-sharp-blue/6963437477.html,16gb,android,,$100,ALCATEL Fierce XL 16GB Sharp Blue T-Mobile Smartphone Windows-10 Mobil
Apple,,excellent,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-iphone-6-32gb-unlocked/6966027106.html,32gb,apple iOS,,$130,iPhone 6 32gb Unlocked
,,new,tmobile,https://sfbay.craigslist.org/sby/mob/d/mobile-kyocera-hydro-wave-c6740-4g-lte/6963415523.html,,android,,$95,T-Mobile Kyocera Hydro Wave C6740 4G LTE Waterproof Smartphone
Samsung,,excellent,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-samsung-galaxy-s7-32gb/6962094902.html,32gb,android,G930U,$120,Samsung Galaxy S7 32gb
apple,silver,,verizon,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-good-condition-iphone-6/6974492425.html,64gb,apple iOS,,$150,Good condition iPhone 6 with 64GB
Samsung,,like new,unlocked,https://sfbay.craigslist.org/pen/mob/d/menlo-park-factory-unlocked-galaxy-note/6963360323.html,,android,Note 9,$600,Factory Unlocked Galaxy Note 9 512
,white,,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-htc-desire-530-gsm-16gb/6974493984.html,16gb,android,,$110,HTC Desire 530 GSM 16GB (Unlocked) - White Speckle
Apple,,like new,sprint,https://sfbay.craigslist.org/sby/mob/d/union-city-iphone-6-unlocked/6959009210.html,32gb,apple iOS,iPhone 6,$130,iPhone 6 - Unlocked
apple,gray,,unlocked,https://sfbay.craigslist.org/sby/mob/d/campbell-iphone-256gb-space-gray/6974520525.html,256gb,apple iOS,,$650,Iphone X - 256gb - Space gray - Unlocked
Samsung,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/orinda-128-gb-unlocked-samsung-note-9/6974522912.html,128 gb,android,Note 9,$600,128 GB Unlocked Samsung Note 9
apple,,like new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-5s/6974523517.html,,apple iOS,,$60,iPhone 5s
Apple,black,like new,unlocked,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-like-new-iphone-xr/6974525705.html,64gb,apple iOS,XR,$500,like new iphone Xr
Samsung,,good,unlocked,https://sfbay.craigslist.org/eby/mob/d/hayward-samsung-galaxy-s7-unlocked-for/6974526265.html,,android,S7,$60,Samsung Galaxy S7 (Unlocked) - For Parts
apple,rose,,unlocked,https://sfbay.craigslist.org/sby/mob/d/salinas-unlocked-iphone-7-plus/6971218620.html,128gb,apple iOS,,$280,Unlocked iPhone 7 Plus
apple,silver,excellent,tmobile,https://sfbay.craigslist.org/pen/mob/d/redwood-city-unlocked-64gb-iphone-6/6974524955.html,64gb,apple iOS,,$165,Unlocked 64GB Iphone 6
apple,red,,verizon,https://sfbay.craigslist.org/scz/mob/d/capitola-iphone-5c-case/6974529590.html,,apple iOS,,$25,iPhone 5C & Case
Apple,white,excellent,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-unlocked-iphone-6-64gb/6970032274.html,64gb,apple iOS,iPhone 6 64GB,$150,Unlocked iPhone 6 64GB excellent condition
apple,gray,like new,tmobile,https://sfbay.craigslist.org/pen/mob/d/san-mateo-iphone-se-16gb-factory/6974568265.html,16gb,apple iOS,,$120,iPhone SE 16GB Factory Unlocked Verizon ATT Like Brand New 100% Works
Apple,white,good,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-unlocked-iphone-5s-good/6970027862.html,,apple iOS,iPhone 5S,$80,Unlocked iphone 5S good condition
Apple,gray,like new,sprint,https://sfbay.craigslist.org/eby/mob/d/concord-iphone-64gb-grey-sprint-box/6974579436.html,64gb,apple iOS,iPhone X A1865,$600,iPhone X 64gb Grey Sprint Box with charger
Apple iPhone,,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/morgan-hill-iphone-6s-plus/6974576009.html,128 gb,apple iOS,MKTX2LL/A,$300,Iphone 6s Plus
Apple,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/san-leandro-iphone-8-64g-factory/6974602834.html,,apple iOS,Iphone 8,$320,Iphone 8 64g factory unlocked
Apple,gold,good,att,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-7-plus-128g-gold-att/6962347121.html,,apple iOS,Iphone 7 plus,$300,IPhone 7 Plus 128G Gold AT&T Good Condition
Apple,gray,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/santa-clara-iphone-xs-512g-space-grey/6971456454.html,,apple iOS,Iphone xs,$1050,IPhone XS 512G Space Grey Factory Unlocked Like New + Apple Care
samsung,,like new,tmobile,https://sfbay.craigslist.org/nby/mob/d/sebastopol-samsung-s8-plus-64gb-android/6972577806.html,64gb,android,,$299,Samsung s8 Plus 64gb (Android 9 Pie)
Google Pixewl,black,excellent,att,https://sfbay.craigslist.org/nby/mob/d/sebastopol-google-pixel-xl-128gb/6971273816.html,128gb,android,,$199,Google Pixel XL 128GB unlocked
apple,white,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-8-plus-verizon-factory/6971830369.html,64gb,apple iOS,,$390,"Iphone 8+ plus, Verizon Factory Unlock, Clean ESN, excellent condition"
,red,new,att,https://sfbay.craigslist.org/pen/mob/d/micro-usb-3in1-charger-accessory-bundle/6967818138.html,,other,,$15,Micro USB 3in1 Charger Accessory Bundle for Cell Phones
Blackberry,gray,,tmobile,https://sfbay.craigslist.org/eby/mob/d/berkeley-mobile-gray-blackberry-curve/6971132530.html,,blackberry,Curve 8320,$25,T-Mobile Gray Blackberry Curve 8320 Cell Phone + Accessories
Samsung,,new,tmobile,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-samsung-galaxy-note-10/6974700426.html,256gb,android,Note 10 plus,$890,Samsung galaxy note 10 plus t-mobile aura glow 256gb
iphone 5 16gb unlock,blue,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/iphone-5-16gb-unlock-use-any-mobile/6965502292.html,16gb,apple iOS,unlock iphone 6 s plus 16gb,$99,iphone 5 16gb unlock use any mobile t-mobile att metro international
ipad 1st generation 32gb,white,like new,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-ipad-1st-generation-32gb-use/6965502252.html,32gb,apple iOS,1st generation 32 gb wifi,$59,ipad 1st generation 32gb use wifi
apple,black,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-gb-black-color-factory/6974636568.html,64gb,apple iOS,,$530,"iPhone X 10 , 64GB , Black color , Factory Unlocked"
iphone 5 16gb unlock,blue,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/iphone-5-16gb-unlock-use-any-mobile/6974661014.html,16gb,apple iOS,unlock iphone 6 s plus 16gb,$99,iphone 5 16gb unlock use any mobile t-mobile att metro international
apple,gold,like new,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-max-64gb-gold-color/6974635068.html,64gb,apple iOS,,$750,"iPhone XS Max ,64GB ,Gold color , Metro PC,T-Mobile ,like new conditi"
,,,att,https://sfbay.craigslist.org/scz/mob/d/santa-cruz-2-nokia-6350-att-cingular/6967326918.html,,android,,$40,2 Nokia 6350 AT&T Cingular Flip Cell Phones
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6974721143.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,,,tmobile,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-iphone-se-16gb-factory/6974719958.html,16gb,apple iOS,,$160,iPhone SE 16gb Factory unlocked
apple,blue,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-sony-srs-x3-portable-bluetooth/6971901807.html,,apple iOS,,$60,SONY SRS-X3 PORTABLE  BLUETOOTH WIRELESS SPEAKER - EXCELLENT
apple,,,unlocked,https://sfbay.craigslist.org/sby/mob/d/milpitas-iphone-gb-unlocked/6971657882.html,128gb,apple iOS,,$190,iPhone 6 - 128gb - Unlocked
iPhone,,like new,verizon,https://sfbay.craigslist.org/nby/mob/d/larkspur-iphone-4s-32-gb-with/6955257079.html,32 gb,apple iOS,4s,$40,iPhone 4s - 32 GB with protective case
apple,blue,,unlocked,https://sfbay.craigslist.org/sby/mob/d/san-jose-sony-srs-x3-portable-bluetooth/6971171266.html,,apple iOS,,$60,SONY SRS-X3 PORTABLE  BLUETOOTH WIRELESS SPEAKER - EXCELLENT
apple,red,,att,https://sfbay.craigslist.org/nby/mob/d/larkspur-mophie-juice-pack-plus-for/6955276133.html,,apple iOS,,$20,Mophie Juice Pack Plus for a iPhone 5 or 5s
samsung,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/concord-samsung-galaxy-note-9-cases/6963027324.html,,android,,$30,Samsung Galaxy Note 9 cases
apple,gray,good,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-iphone-6s-plus-64gb-unlocked/6963966137.html,64gb,apple iOS,,$230,iPhone 6S Plus 64GB Unlocked!
samsung,,,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-samsung-galaxy-note-5-64gb/6963966740.html,64gb,android,,$210,Samsung Galaxy Note 5 64Gb & Gear S2
apple,rose,,unlocked,https://sfbay.craigslist.org/eby/mob/d/union-city-iphone-6s-128gb-rose-unlocked/6964574463.html,128gb,apple iOS,,$275,"IPhone 6s 128GB Rose, unlocked."
apple,black,,unlocked,https://sfbay.craigslist.org/eby/mob/d/concord-iphone-7-32gb/6974752034.html,32gb,apple iOS,,$200,iPhone 7+ 32GB
samsung,,,tmobile,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-samsung-galaxy-s7-edge/6966200446.html,,android,,$100,Samsung galaxy s7 edge for T-Mobile users in working condition
apple,,,tmobile,https://sfbay.craigslist.org/sby/mob/d/sunnyvale-iphone-7-32gb-factory-unlocked/6974720624.html,32gb,apple iOS,,$325,iPhone 7 32gb factory unlocked
apple,red,,unlocked,https://sfbay.craigslist.org/sby/mob/d/apple-ipad-air-cellular-4g-unlocked/6967168717.html,,apple iOS,,$200,apple Ipad air cellular 4g unlocked
Apple,white,like new,tmobile,https://sfbay.craigslist.org/eby/mob/d/lafayette-iphone-7-plus-128-mb-factory/6972689472.html,,apple iOS,iPhone 7 Plus,$385,iPhone 7 Plus 128 MB Factory Unlocked Like New
Apple,gold,new,tmobile,https://sfbay.craigslist.org/pen/mob/d/south-san-francisco-apple-iphone-7-gold/6961225032.html,128gb,apple iOS,IPhone 7 128g,$375,Apple IPhone 7 Gold 128gb NEW
apple,gold,excellent,tmobile,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-7-plus-gold-color-metro/6967744594.html,32gb,apple iOS,,$300,"iPhone 7+ plus , Gold color , Metro PC,T-Mobile ,like new condition"
,,new,att,https://sfbay.craigslist.org/eby/mob/d/pleasanton-lg-phoenix-3-for-att-brand/6974808244.html,,android,,$50,LG Phoenix 3 for AT&T - Brand new
Apple,white,like new,unlocked,https://sfbay.craigslist.org/eby/mob/d/oakland-iphone-256gb-unlocked-white/6958233271.html,256gb,apple iOS,iPhone X,$700,iPhone X 256GB Unlocked White
apple,gold,like new,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-xs-max-net10-cricket-or/6967794924.html,64gb,apple iOS,,$730,"iPhone XS Max , Net10, cricket or H2o ,ATT ,like new condition"
apple,white,like new,att,https://sfbay.craigslist.org/sby/mob/d/san-jose-iphone-6-plus-64gb-net10/6969112710.html,64gb,apple iOS,,$200,"iPhone 6+ plus ,64GB , Net10, cricket or H2o ,ATT,like good condition"
