Index,Brand,Condition,Price
3800, Apple,4,220
3801, Apple,4,220
3802, Apple,4,200
3803, Apple,4,200
3804, Apple,2,200
3805, Apple,4,460
3806, Apple,4,360
3807, Apple,4,220
3808, Samsung,4,60
3809, Apple,4,403
3810, Apple,4,695
3811, Apple,4,400
3812, Samsung,4,199
3813, Apple,4,200
3814, One Plus,4,250
3815, Apple,4,400
3816, Apple,4,220
3817, Apple,4,220
3818, Apple,4,265
3819, Apple,2,150
3820, Apple,4,700
3821, Apple,4,100
3822, Apple,4,130
3823, Apple,4,380
3824, Apple,4,199
3825, Apple,4,199
3826, Apple,2,199
3827, Apple,4,199
3828, Apple,4,199
3829, Apple,4,199
3830, Samsung,4,400
3831, Apple,2,790
3832, Samsung,4,350
3833, Samsung,4,150
3834, Apple,4,260
3835, Google,4,429
3836, Samsung,4,290
3837, apple,4,150
3838, Apple,4,270
3839, Lg,4,130
3840, Apple,4,140
3841, Motorola,4,150
3842, Apple,2,490
3843, Apple,4,275
3844, Samsung,4,175
3845, Apple,4,330
3846, Google,4,120
3847, Apple,4,350
3848, Google,4,400
3849, Apple,4,350
3850, Apple,2,160
3851, Samsung,4,325
3852, Samsung,4,425
3853, Apple,4,100
3854, Samsung,4,300
3855, Apple,4,230
3856, Apple,4,315
3857, Apple,4,290
3858, Apple,4,190
3859, Apple,4,290
3860, Apple,2,229
3861, Samsung,4,350
3862, Apple,4,690
3863, Apple,4,50
3864, Samsung,4,230
3865, Zte,4,75
3866, Lg,4,225
3867, Samsung,2,435
3868, Apple,4,300
3869, Apple,3,450
3870, Apple,4,400
3871, Apple,2,100
3872, Lg,2,50
3873, Samsung,4,320
3874, Apple,4,360
3875, Apple,4,370
3876, Apple,4,450
3877, Lg,4,100
3878, Samsung,4,450
3879, Samsung,4,425
3880, Lg,4,75
3881, Apple,4,400
3882, Apple,4,299
3883, Apple,4,400
3884, Samsung,4,130
3885, Apple,4,125
3886, Lg,4,175
3887, Lg,2,100
3888, Soyes,2,90
3889, Apple,4,100
3890, Blu,4,80
3891, Samsung,4,80
3892, Apple,4,120
3893, Apple,4,200
3894, Lg,4,50
3895, Apple,4,180
3896, Apple,4,270
3897, Samsung,4,255
3898, Apple,4,800
3899, Apple,4,150
3900, Samsung,4,350
3901, Apple,4,560
3902, Apple,4,380
3903, Apple,4,300
3904, Apple,4,260
3905, Apple,4,225
3906, Apple,4,223
3907, Nokia,4,110
3908, Apple,4,80
3909, Apple,4,200
3910, Samsung,4,75
3911, Apple,4,80
3912, Apple,4,140
3913, Apple,2,500
3914, Samsung,4,100
3915, Apple,4,100
3916, Apple,4,400
3917, Samsung,4,50
3918, Apple,4,250
3919, Motorola,4,275
3920, Samsung,4,60
3921, Apple,2,65
3922, Apple,4,170
3923, Apple,4,75
3924, Apple,4,179
3925, Samsung,4,275
3926, Samsung,4,450
3927, Samsung,2,60
3928, Samsung,4,150
3929, Apple,4,130
3930, Samsung,4,150
3931, Samsung,4,350
3932, Apple,4,400
3933, Apple,2,300
3934, Apple,4,135
3935, Samsung,4,150
3936, Samsung,4,425
3937, Lg,4,170
3938, Samsung,4,80
3939, Apple,2,80
3940, Apple,4,200
3941, Apple,4,100
3942, Apple,4,550
3943, Lg,4,400
3944, Apple,4,350
3945, Apple,4,170
3946, Apple,2,160
3947, Apple,4,79
3948, Apple,4,200
3949, Apple,4,420
3950, Apple,4,275
3951, Apple,4,275
3952, Apple,2,275
3953, Apple,4,275
3954, Apple,4,275
3955, Apple,4,275
3956, Apple,4,149
3957, Apple,4,149
3958, Apple,4,185
3959, Apple,4,200
3960, Apple,4,149
3961, Apple,4,200
3962, Apple,4,200
3963, Apple,4,149
3964, Apple,4,149
3965, Apple,4,250
3966, Apple,4,149
3967, Apple,2,200
3968, Apple,2,200
3969, Apple,2,200
3970, Apple,2,200
3971, Apple,2,200
3972, Apple,4,200
3973, Apple,4,185
3974, Apple,4,200
3975, Apple,4,200
3976, Apple,4,200
3977, Apple,4,200
3978, Apple,4,185
3979, Apple,4,200
3980, Apple,4,149
3981, Apple,4,149
3982, Apple,4,200
3983, Apple,4,900
3984, Apple,4,350
3985, Apple,4,200
3986, Apple,4,200
3987, Apple,4,185
3988, Apple,4,260
3989, Apple,4,900
3990, Apple,4,149
3991, Samsung,4,150
3992, Apple,4,750
3993, Apple,4,160
3994, Apple,4,325
3995, Samsung,4,430
3996, Apple,4,400
3997, Samsung,4,250
3998, Apple,4,150
3999, Nokia,4,299
4000, Apple,4,200
4001, Apple,4,250
4002, Samsung,2,380
4003, Samsung,4,350
4004, Apple,4,399
4005, Apple,4,725
4006, Samsung,4,60
4007, Samsung,4,300
4008, Apple,4,250
4009, Apple,4,425
4010, Samsung,4,425
4011, Apple,4,179
4012, Apple,4,200
4013, Apple,4,270
4014, Apple,4,100
4015, Apple,2,145
4016, Apple,4,300
4017, Apple,4,300
4018, Apple,4,250
4019, Apple,4,360
4020, Apple,4,325
4021, Apple,4,155
4022, Samsung,4,260
4023, Lg,4,400
4024, Samsung,4,499
4025, Apple,4,135
4026, Apple,4,500
4027, Apple,2,500
4028, Alcatel,4,160
4029, Apple,4,55
4030, Apple,4,55
4031, Apple,4,270
4032, Apple,4,130
4033, Alcatel,4,160
4034, Lg,4,170
4035, Samsung,4,200
4036, Samsung,4,75
4037, Samsung,4,199
4038, Sony,4,129
4039, Samsung,2,75
4040, Apple,4,250
4041, Apple,4,195
4042, Apple,4,485
4043, Apple,2,250
4044, Apple,4,380
4045, Apple,4,950
4046, Apple,4,130
4047, Apple,4,375
4048, Apple,4,375
4049, One Plus,4,280
4050, Samsung,4,379
4051, Samsung,4,379
4052, Apple,4,399
4053, Lg,4,89
4054, Lg,4,120
4055, Lg,4,249
4056, Lg,4,149
4057, Motorola,2,65
4058, Motorola,4,59
4059, Motorola,4,69
4060, Motorola,2,299
4061, Samsung,4,175
4062, Samsung,4,225
4063, Samsung,4,175
4064, Samsung,4,400
4065, Apple,4,399
4066, Lg,2,149
4067, Lg,4,149
4068, Lg,4,149
4069, Apple,2,275
4070, Apple,4,250
4071, Apple,4,225
4072, Samsung,4,155
4073, Samsung,4,350
4074, Apple,4,280
4075, Apple,4,200
4076, Apple,4,400
4077, Apple,4,900
4078, Lg,4,250
4079, Lg,4,200
4080, Apple,4,400
4081, Apple,4,900
4082, Apple,4,900
4083, Samsung,4,340
4084, Apple,4,195
4085, Apple,4,140
4086, Samsung,4,230
4087, Apple,4,400
4088, Apple,4,350
4089, Apple,4,850
4090, Apple,4,900
4091, Samsung,4,140
4092, Samsung,4,65
4093, Motorola,4,130
4094, Apple,4,350
4095, Samsung,2,100
4096, Samsung,4,149
4097, Samsung,4,225
4098, Apple,4,149
4099, Apple,4,260
4100, Apple,4,185
4101, Apple,4,275
4102, Samsung,4,190
4103, Samsung,4,240
4104, Samsung,4,375
4105, Samsung,4,400
4106, Apple,4,275
4107, Samsung,4,199
4108, Apple,4,250
4109, Samsung,4,175
4110, Apple,4,350
4111, Apple,4,240
4112, Apple,4,500
4113, Apple,4,225
4114, Apple,4,140
4115, Apple,4,500
4116, Apple,4,995
4117, Apple,4,100
4118, Apple,4,175
4119, Samsung,4,130
4120, Samsung,4,270
4121, Apple,4,160
4122, Apple,4,160
4123, Apple,4,150
4124, Apple,4,160
4125, Apple,4,160
4126, Samsung,4,400
4127, Samsung,4,400
4128, Samsung,4,50
4129, Apple,4,140
4130, Apple,4,130
4131, Apple,4,900
4132, Apple,4,160
4133, Google,4,380
4134, Lg,2,100
4135, Samsung,4,50
4136, Samsung,4,50
4137, Apple,4,120
4138, Apple,4,225
4139, Apple,4,100
4140, Apple,4,350
4141, Apple,4,200
4142, Samsung,2,190
4143, Apple,2,160
4144, Apple,4,575
4145, Lg,4,120
4146, Apple,4,350
4147, Samsung,4,150
4148, Lg,4,80
4149, Apple,4,248
4150, Apple,4,181
4151, Apple,4,300
4152, Samsung,4,349
4153, Lg,4,35
4154, Samsung,4,375
4155, Apple,2,699
4156, Apple,4,150
4157, Apple,4,400
4158, Lg,4,60
4159, Apple,2,55
4160, Apple,2,500
4161, Apple,4,350
4162, Apple,4,200
4163, Apple,4,200
4164, Apple,4,99
4165, Apple,4,400
4166, Samsung,4,120
4167, Apple,4,99
4168, Samsung,4,50
4169, Apple,4,125
4170, Apple,4,250
4171, Lg,4,180
4172, Apple,4,260
4173, Lg,4,140
4174, Apple,4,89
4175, Apple,4,269
4176, Apple,2,75
4177, Samsung,4,49
4178, Zte,4,60
4179, Samsung,4,349
4180, Blackberry,4,160
4181, Apple,4,99
4182, Lg,4,100
4183, Samsung,4,180
4184, Apple,2,650
4185, Samsung,4,650
4186, Apple,4,400
4187, Google,4,350
4188, Lg,4,45
4189, Motorola,4,100
4190, Motorola,2,95
4191, Samsung,4,360
4192, Samsung,4,240
4193, Apple,4,150
4194, Apple,4,99
4195, Apple,4,350
4196, Apple,4,290
4197, Samsung,4,230
4198, Samsung,4,290
4199, Apple,4,397
4200, Apple,4,200
4201, Apple,4,275
4202, Apple,2,60
4203, Apple,4,650
4204, Apple,4,180
4205, Apple,4,350
4206, Apple,4,1000
4207, One Plus,4,400
4208, Apple,4,300
4209, Motorola,4,75
4210, Apple,4,440
4211, Apple,4,300
4212, Apple,4,310
4213, Samsung,4,180
4214, Apple,4,175
4215, Apple,4,400
4216, Apple,4,200
4217, Apple,4,300
4218, Apple,4,900
4219, Apple,2,150
4220, Apple,4,1000
4221, Apple,4,350
4222, Apple,2,500
4223, Apple,4,179
4224, Apple,4,115
4225, Apple,4,400
4226, Apple,4,365
4227, Apple,4,700
4228, Apple,4,75
4229, Apple,4,250
4230, Samsung,4,299
4231, Apple,4,100
4232, Samsung,2,50
4233, Apple,2,375
4234, Samsung,4,300
4235, Apple,4,200
4236, Apple,2,850
4237, Apple,4,350
4238, Lg,4,40
4239, Apple,3,50
4240, Apple,4,435
4241, Apple,4,325
4242, Apple,4,82
4243, Samsung,4,100
4244, Apple,4,420
4245, Apple,2,500
4246, Apple,2,240
4247, Apple,4,300
4248, Apple,4,200
4249, Apple,4,550
4250, Apple,4,165
4251, Apple,4,260
4252, Samsung,4,350
4253, Samsung,4,375
4254, Apple,4,250
4255, Apple,2,55
4256, Apple,4,280
4257, Apple,4,399
4258, Samsung,4,375
4259, Apple,4,399
4260, Lg,2,149
4261, Lg,4,149
4262, Lg,4,149
4263, Samsung,4,379
4264, Apple,4,200
4265, Lg,4,149
4266, Lg,4,149
4267, Lg,4,149
4268, Samsung,4,300
4269, Samsung,4,379
4270, Apple,4,300
4271, Apple,4,619
4272, Apple,4,200
4273, Samsung,3,100
4274, Lg,2,90
4275, Lg,4,149
4276, Apple,4,80
4277, Apple,4,180
4278, Samsung,2,179
4279, Samsung,2,350
4280, Samsung,4,349
4281, Apple,4,399
4282, Apple,4,399
4283, Apple,4,350
4284, Apple,4,200
4285, Samsung,4,200
4286, Apple,4,425
4287, Samsung,4,379
4288, Apple,4,320
4289, Motorola,4,80
4290, Apple,4,350
4291, Apple,4,399
4292, Apple,4,350
4293, Apple,4,399
4294, Motorola,4,40
4295, Apple,3,300
4296, Lg,4,149
4297, Apple,4,120
4298, Apple,4,200
4299, Samsung,4,179
4300, Apple,4,80
4301, Lg,4,149
4302, Apple,4,350
4303, Apple,4,200
4304, Apple,4,775
4305, Apple,4,509
4306, Apple,4,250
4307, Apple,4,250
4308, Motorola,4,50
4309, Motorola,4,50
4310, Samsung,4,110
4311, Apple,2,100
4312, Apple,4,349
4313, Apple,4,120
4314, Apple,4,100
4315, Apple,2,120
4316, Apple,4,349
4317, Apple,4,79
4318, Apple,4,280
4319, Apple,4,700
4320, Apple,4,200
4321, Apple,4,135
4322, Apple,4,375
4323, Lg,4,270
4324, Samsung,4,300
4325, Apple,4,750
4326, Motorola,4,200
4327, Apple,4,80
4328, Apple,4,100
4329, Apple,4,400
4330, Apple,4,120
4331, Apple,4,497
4332, Samsung,2,100
4333, Lg,4,125
4334, Motorola,4,125
4335, Samsung,4,110
4336, Apple,4,200
4337, Apple,4,50
4338, Motorola,2,100
4339, Apple,2,500
4340, Lg,4,135
4341, Lg,4,95
4342, Motorola,4,135
4343, Samsung,4,215
4344, Samsung,4,100
4345, Samsung,4,195
4346, apple,4,80
4347, Apple,4,250
4348, Apple,4,375
4349, Apple,4,50
4350, Motorola,4,60
4351, Samsung,4,350
4352, Google,4,380
4353, Apple,4,750
4354, Apple,4,150
4355, Apple,4,349
4356, Google,4,500
4357, Apple,2,180
4358, Apple,4,80
4359, Apple,4,249
4360, Apple,4,220
4361, Samsung,4,290
4362, Samsung,4,440
4363, Samsung,4,300
4364, Apple,4,200
4365, Apple,4,349
4366, Samsung,4,40
4367, Samsung,2,75
4368, Apple,4,775
4369, Apple,4,300
4370, Apple,4,400
4371, Samsung,1,40
4372, Apple,4,80
4373, Apple,4,170
4374, Apple,4,170
4375, Apple,4,60
4376, Apple,4,700
4377, Apple,4,400
4378, Apple,4,700
4379, Apple,4,500
4380, Lg,4,200
4381, Lg,4,200
4382, Lg,2,200
4383, Apple,2,150
4384, Lg,4,200
4385, Apple,4,100
4386, Blu,4,35
4387, Apple,4,750
4388, Lg,4,200
4389, Apple,3,150
4390, Samsung,4,300
4391, Apple,4,350
4392, Apple,4,60
4393, Apple,4,350
4394, Apple,4,90
4395, Apple,4,250
4396, Apple,4,75
4397, Apple,4,580
4398, Google,4,100
4399, Motorola,4,250
4400, Apple,4,400
4401, Lg,4,130
4402, Samsung,4,260
4403, Apple,4,600
4404, Samsung,4,140
4405, Samsung,4,190
4406, Apple,4,150
4407, Google,4,300
4408, Apple,4,300
4409, Apple,2,125
4410, Apple,4,290
4411, Lg,4,120
4412, Apple,4,250
4413, Apple,4,150
4414, Apple,4,200
4415, Apple,4,325
4416, Apple,4,380
4417, Apple,4,180
4418, Apple,4,410
4419, Apple,4,150
4420, Apple,4,180
4421, Apple,4,200
4422, Samsung,4,260
4423, Samsung,4,280
4424, Samsung,4,149
4425, Samsung,4,300
4426, Apple,2,250
4427, Samsung,4,280
4428, Apple,4,160
4429, Apple,2,95
4430, Samsung,4,695
4431, Apple,4,280
4432, Apple,4,330
4433, Samsung,4,575
4434, Apple,4,300
4435, Motorola,4,200
4436, Samsung,2,100
4437, Samsung,4,40
4438, Apple,4,380
4439, Apple,4,80
4440, Apple,4,290
4441, Apple,2,599
4442, Apple,4,240
4443, Apple,4,310
4444, Apple,4,135
4445, Apple,4,280
4446, Apple,4,400
4447, Apple,4,199
4448, Apple,4,200
4449, Apple,4,300
4450, Samsung,4,75
4451, Apple,4,115
4452, Apple,4,300
4453, Apple,4,165
4454, Apple,4,550
4455, Apple,4,260
4456, apple,4,160
4457, Apple,4,509
4458, Samsung,4,115
4459, Apple,4,450
4460, Motorola,4,80
4461, Samsung,4,115
4462, Samsung,4,115
4463, Samsung,4,250
4464, Samsung,4,200
4465, Apple,4,250
4466, Apple,4,185
4467, Samsung,3,250
4468, Apple,4,350
4469, Apple,4,400
4470, Apple,4,750
4471, Samsung,4,90
4472, Samsung,4,150
4473, Apple,4,250
4474, Apple,4,375
4475, Apple,5,550
4476, Apple,4,400
4477, Apple,4,400
4478, Apple,4,400
4479, Apple,4,300
4480, Samsung,4,75
4481, Apple,2,200
4482, Apple,4,400
4483, Apple,4,260
4484, Apple,4,270
4485, Apple,4,270
4486, Apple,4,270
4487, Apple,4,400
4488, Apple,4,400
4489, Samsung,4,350
4490, Samsung,4,350
4491, Samsung,4,350
4492, Samsung,2,65
4493, One Plus,4,160
4494, Motorola,4,35
4495, Apple,4,550
4496, Lg,4,120
4497, Lg,4,145
4498, One Plus,4,350
4499, Samsung,4,200
4500, Apple,4,350
4501, Apple,2,140
4502, Samsung,4,250
4503, Apple,4,250
4504, Apple,4,45
4505, Apple,4,300
4506, Samsung,4,149
4507, Samsung,4,50
4508, Apple,4,400
4509, Apple,4,400
4510, Apple,4,600
4511, Apple,4,400
4512, Apple,4,250
4513, Samsung,4,40
4514, Apple,4,180
4515, Lg,4,125
4516, Lg,4,100
4517, Lg,4,250
4518, Samsung,3,85
4519, Htc,4,85
4520, Samsung,4,45
4521, Lg,2,200
4522, Apple,4,700
4523, Apple,4,50
4524, Samsung,4,50
4525, Lg,4,200
4526, Samsung,4,50
4527, Samsung,4,50
4528, Apple,2,250
4529, Apple,4,750
4530, Apple,4,460
4531, Apple,4,260
4532, Samsung,4,299
4533, Samsung,4,325
4534, Samsung,4,299
4535, Samsung,4,165
4536, Samsung,4,340
4537, Samsung,4,175
4538, Samsung,4,225
4539, Samsung,4,440
4540, Motorola,2,80
4541, Samsung,4,225
4542, Samsung,1,100
4543, Samsung,4,175
4544, Samsung,4,139
4545, Samsung,4,100
4546, Apple,2,125
4547, Apple,4,250
4548, Lg,4,370
4549, Apple,4,100
4550, Apple,4,250
4551, Samsung,4,75
4552, Samsung,4,75
4553, Apple,4,90
4554, Motorola,4,98
4555, Motorola,2,150
4556, Apple,4,700
4557, Samsung,4,160
4558, Apple,4,200
4559, Apple,4,140
4560, Lg,3,170
4561, Nokia,4,50
4562, Apple,2,725
4563, Apple,4,80
4564, Samsung,4,190
4565, Samsung,4,340
4566, Lg,4,290
4567, Samsung,4,250
4568, Apple,4,600
4569, Apple,4,70
4570, Apple,2,500
4571, Apple,4,300
4572, Apple,2,540
4573, Apple,4,250
4574, Apple,4,550
4575, Apple,4,275
4576, Sony,4,150
4577, Apple,4,300
4578, Samsung,4,100
4579, Apple,4,240
4580, Apple,4,150
4581, Alcatel,4,40
4582, Apple,4,200
4583, Samsung,4,610
4584, Samsung,2,75
4585, Apple,2,525
4586, Apple,4,200
4587, Apple,4,480
4588, Apple,4,325
4589, Google,4,100
4590, Apple,4,400
4591, Apple,4,695
4592, Apple,4,79
4593, Apple,2,300
4594, Apple,4,375
4595, Apple,4,250
4596, Samsung,4,800
4597, Apple,2,900
4598, Apple,4,500
4599, Samsung,4,350
4600, Apple,4,260
4601, Apple,4,420
4602, Samsung,4,320
4603, Samsung,4,330
4604, Samsung,4,440
4605, Apple,4,780
4606, Apple,4,230
4607, Apple,4,165
4608, Motorola,4,40
4609, Apple,4,70
4610, Apple,3,40
4611, Apple,4,50
4612, Samsung,4,300
4613, Samsung,4,330
4614, Apple,4,800
4615, Apple,2,1100
4616, Apple,4,800
4617, Apple,4,250
4618, Apple,4,475
4619, Apple,4,400
4620, Apple,2,490
4621, Apple,4,475
4622, Motorola,4,40
4623, Apple,4,475
4624, Apple,2,1050
4625, Apple,4,200
4626, Apple,3,300
4627, Lg,4,165
4628, Lg,4,120
4629, Lg,4,160
4630, Samsung,4,200
4631, Samsung,4,200
4632, Apple,2,160
4633, Apple,4,400
4634, Samsung,4,115
4635, Samsung,4,125
4636, Samsung,4,399
4637, Google,4,300
4638, Samsung,4,60
4639, Apple,4,490
4640, Apple,4,275
4641, Apple,4,210
4642, Apple,2,275
4643, Apple,4,250
4644, Apple,4,135
4645, Apple,4,275
4646, Apple,2,700
4647, Samsung,2,129
4648, Apple,4,75
4649, Apple,4,395
4650, Apple,4,137
4651, Apple,4,300
4652, Samsung,4,145
4653, Apple,4,210
4654, Apple,4,40
4655, Apple,4,400
4656, Samsung,4,40
4657, Apple,4,230
4658, Apple,4,260
4659, Apple,4,149
4660, Apple,4,580
4661, Samsung,2,720
4662, Samsung,4,360
4663, Samsung,4,360
4664, Samsung,4,360
4665, Samsung,4,280
4666, Samsung,4,360
4667, Samsung,4,360
4668, Samsung,2,520
4669, Motorola,4,120
4670, Samsung,4,280
4671, Samsung,4,349
4672, Samsung,4,850
4673, Lg,2,75
4674, Samsung,4,150
4675, Apple,4,225
4676, Alcatel,4,60
4677, Apple,4,850
4678, Apple,4,225
4679, Apple,4,200
4680, Apple,4,350
4681, Lg,4,115
4682, Apple,4,150
4683, Apple,4,40
4684, Apple,4,400
4685, Motorola,4,60
4686, Apple,4,800
4687, Apple,4,185
4688, Apple,4,275
4689, Motorola,2,100
4690, Samsung,4,175
4691, Apple,4,350
4692, Apple,4,380
4693, Apple,4,750
4694, Apple,4,1000
4695, Apple,4,900
4696, Apple,4,340
4697, Apple,4,275
4698, Apple,4,400
4699, Apple,2,550
4700, Apple,2,550
4701, Apple,4,95
4702, Apple,4,800
4703, Apple,4,350
4704, Apple,4,900
4705, Google,4,150
4706, Samsung,4,89
4707, Samsung,4,80
4708, Apple,4,175
4709, Apple,4,180
4710, Lg,2,110
4711, Lg,2,110
4712, Lg,2,145
4713, Lg,4,160
4714, Lg,4,110
4715, Lg,4,110
4716, Lg,4,160
4717, Motorola,2,100
4718, Motorola,4,105
4719, Motorola,4,105
4720, Samsung,4,100
4721, Samsung,4,105
4722, Samsung,4,95
4723, Samsung,2,120
4724, Samsung,4,216
4725, Apple,4,50
4726, Apple,4,130
4727, Apple,4,249
4728, Apple,4,200
4729, Apple,5,550
4730, Apple,4,800
4731, Apple,2,600
4732, Samsung,4,400
4733, Apple,4,125
4734, Apple,4,300
4735, Google,4,275
4736, Motorola,2,35
4737, Samsung,2,149
4738, Apple,2,165
4739, Apple,4,120
4740, Apple,4,69
4741, Apple,4,400
4742, Lg,4,49
4743, Lg,4,220
4744, Apple,4,240
4745, Apple,4,350
4746, Apple,4,500
4747, Samsung,4,100
4748, Motorola,4,80
4749, Samsung,4,199
4750, Apple,4,149
4751, Samsung,4,175
4752, Apple,4,225
4753, Apple,4,500
4754, Apple,4,300
4755, Samsung,4,149
4756, Nokia,4,48
4757, Samsung,4,225
4758, Apple,4,150
4759, Apple,4,397
4760, Motorola,2,100
4761, Samsung,4,750
4762, Apple,2,1080
4763, Apple,4,400
4764, Apple,4,200
4765, Apple,4,60
4766, Apple,4,175
4767, Apple,4,535
4768, Apple,4,299
4769, Google,4,349
4770, Samsung,4,120
4771, Apple,4,520
4772, Apple,2,150
4773, Lg,4,40
4774, Apple,4,400
4775, Apple,4,185
4776, Apple,4,500
4777, Apple,4,380
4778, Apple,4,150
4779, Apple,4,200
4780, Apple,4,260
4781, Samsung,4,190
4782, Samsung,4,325
4783, Samsung,4,240
4784, Samsung,4,279
4785, Samsung,4,325
4786, Samsung,4,375
4787, Samsung,4,400
4788, Motorola,2,65
4789, Apple,2,380
4790, Apple,4,200
4791, Apple,4,250
4792, Apple,4,275
4793, Apple,4,190
4794, Motorola,4,100
4795, Samsung,4,130
4796, Apple,4,400
4797, Apple,4,150
4798, Apple,4,180
4799, Samsung,2,300
4800, Samsung,4,350
4801, Apple,4,100
4802, Apple,4,325
4803, Samsung,4,250
4804, Apple,4,100
4805, Apple,4,550
4806, Lg,4,300
4807, Samsung,4,80
4808, Samsung,4,85
4809, Google,4,290
4810, Lg,2,100
4811, Samsung,4,250
4812, Apple,4,119
4813, Apple,4,350
4814, Apple,4,79
4815, Samsung,2,139
4816, Samsung,4,120
4817, Apple,4,50
4818, Apple,4,200
4819, Apple,4,300
4820, Apple,4,795
4821, Apple,4,800
4822, Apple,4,200
4823, Samsung,4,850
4824, Apple,4,129
4825, Apple,2,119
4826, Apple,2,500
4827, Apple,4,99
4828, Apple,4,70
4829, Samsung,4,200
4830, Apple,3,450
4831, Nokia,4,99
4832, Apple,4,400
4833, Apple,4,185
4834, Samsung,4,45
4835, Apple,4,265
4836, Apple,4,795
4837, Samsung,4,50
4838, Apple,5,650
4839, Apple,4,260
4840, Apple,4,260
4841, Motorola,4,105
4842, Apple,4,50
4843, Apple,4,130
4844, Apple,4,350
4845, Apple,4,250
4846, Apple,4,280
4847, Apple,4,220
4848, Apple,4,290
4849, Samsung,4,120
4850, Samsung,4,280
4851, Apple,4,320
4852, Samsung,4,355
4853, Apple,4,120
4854, Apple,4,260
4855, Apple,4,800
4856, Samsung,4,140
4857, Samsung,4,290
4858, Samsung,4,230
4859, Samsung,4,400
4860, Apple,2,250
4861, Apple,4,299
4862, Apple,4,399
4863, Samsung,4,330
4864, Apple,4,299
4865, Apple,4,169
4866, Apple,4,320
4867, Google,4,225
4868, Htc,4,169
4869, Htc,4,229
4870, Motorola,2,169
4871, Samsung,4,150
4872, Samsung,4,229
4873, Samsung,4,300
4874, Samsung,2,70
4875, Apple,4,100
4876, Motorola,4,105
4877, Apple,4,200
4878, Apple,2,500
4879, Apple,4,700
4880, Motorola,4,105
4881, Apple,2,90
4882, Motorola,4,105
4883, Apple,4,300
4884, Lg,4,100
4885, Apple,4,100
4886, Samsung,4,328
4887, Apple,4,349
4888, Apple,4,180
4889, Apple,4,349
4890, Apple,4,130
4891, Apple,2,469
4892, Samsung,4,875
4893, Samsung,4,240
4894, Apple,4,500
4895, Htc,2,60
4896, Samsung,4,290
4897, Apple,4,199
4898, Apple,2,280
4899, Samsung,4,400
4900, Apple,2,550
4901, Apple,4,400
4902, Apple,4,620
4903, Google,4,350
4904, Samsung,4,875
4905, Apple,4,130
4906, Apple,4,200
4907, Apple,4,350
4908, Samsung,4,200
4909, Apple,4,700
4910, Apple,4,210
4911, Samsung,4,145
4912, Apple,2,200
4913, Samsung,4,375
4914, Samsung,2,145
4915, Google,4,100
4916, Apple,4,149
4917, Apple,4,140
4918, Apple,4,200
4919, Motorola,4,80
4920, Google,4,300
4921, Samsung,4,200
4922, Apple,4,200
4923, Apple,4,950
4924, Apple,2,500
4925, Apple,4,150
4926, Apple,4,170
4927, Lg,2,40
4928, Apple,4,925
4929, Huawei,4,499
4930, Lg,4,359
4931, Lg,4,160
4932, Lg,4,359
4933, Apple,4,800
4934, Apple,2,100
4935, Apple,2,100
4936, Apple,2,449
4937, Apple,4,400
4938, Huawei,4,325
4939, Motorola,4,140
4940, Samsung,4,250
4941, Apple,4,200
4942, Apple,4,250
4943, Samsung,4,110
4944, Apple,4,130
4945, Apple,4,250
4946, Samsung,4,340
4947, Apple,4,875
4948, Apple,4,290
4949, Samsung,4,100
4950, Apple,4,404
4951, Apple,2,40
4952, Apple,2,520
4953, Samsung,4,120
4954, Samsung,2,1100
4955, Samsung,4,65
4956, Apple,4,240
4957, Apple,4,240
4958, Apple,4,350
4959, Apple,4,420
4960, Apple,4,400
4961, Samsung,3,50
4962, Nokia,4,50
4963, Samsung,4,400
4964, Apple,4,250
4965, Lg,2,100
4966, Apple,4,175
4967, Samsung,4,180
4968, Motorola,3,80
4969, Samsung,4,180
4970, Apple,4,550
4971, Apple,4,140
4972, Samsung,4,80
4973, Apple,4,250
4974, Samsung,4,55
4975, Apple,4,360
4976, Apple,4,375
4977, Lg,4,280
4978, Apple,4,140
4979, Apple,4,375
4980, Apple,4,380
4981, Samsung,4,300
4982, Samsung,4,300
4983, Apple,4,200
4984, Apple,4,250
4985, Apple,4,180
4986, Apple,4,300
4987, Apple,2,150
4988, Samsung,4,40
4989, Samsung,4,400
4990, Samsung,4,165
4991, Apple,2,500
4992, Apple,4,40
4993, Apple,2,180
4994, Apple,4,260
4995, Apple,4,599
4996, Apple,4,400
4997, Samsung,4,275
4998, Apple,4,200
4999, Samsung,4,130
5000, Apple,4,140
5001, Samsung,3,180
5002, Samsung,3,180
5003, Apple,4,219
5004, Apple,4,600
5005, Apple,4,225
5006, Apple,4,99
5007, Apple,4,800
5008, Apple,4,200
5009, Apple,4,250
5010, Apple,4,40
5011, Apple,2,540
5012, Apple,3,200
5013, Samsung,2,599
5014, Samsung,2,40
5015, Apple,4,100
5016, Apple,4,150
5017, Apple,4,60
5018, Apple,4,200
5019, Apple,4,150
5020, Apple,4,100
5021, Apple,4,170
5022, Apple,4,850
5023, Apple,4,850
5024, Apple,4,90
5025, Apple,4,150
5026, Apple,4,120
5027, Apple,2,80
5028, Apple,4,80
5029, Samsung,4,300
5030, Apple,4,140
5031, Apple,4,200
5032, Apple,4,300
5033, Apple,2,465
5034, Apple,4,165
5035, Apple,4,350
5036, Apple,4,130
5037, Apple,4,400
5038, Apple,2,100
